user_id,origin,replaced
230,Braavos,braavos
241,Citizen of the world.,citizen of the world 
242,str-near-yuhh,str near yuhh
250,Canterlot.,canterlot 
251,Dial 1-800-Linden,dial       linden
254,Mondays at 8/7c on @CBS! ,mondays at    c on  cbs  
266,*Winterfell * The Brownstone* , winterfell   the brownstone  
267,Fct 9ja,fct  ja
270,A Game of Thrones - Bran VII,a game of thrones   bran vii
273,HTX-DFW ,htx dfw 
274,with @biebersoul,with  biebersoul
277,Bolton Rd U.S.A,bolton rd u s a
279,Westeros,westeros
282,-- {System Error} --,    system error    
283,westros,westros
298,825 Pontiac Avenue Cranston R,    pontiac avenue cranston r
300,The Dreadfort,the dreadfort
301,Winterfell,winterfell
315,|Hitchin St, Biggleswade, Beds|,hitchin st  biggleswade  beds
317,Sheldonopolis,sheldonopolis
321,221B/TARDIS,   b tardis
330,April 4 want my bday here :p,april   want my bday here  p
335,Live SF & FRA. Sactown blood.,live sf   fra  sactown blood 
336,Where ever I please,where ever i please
339,Belfast/London/Dublin,belfast london dublin
340,GOT7's heart,got  s heart
347,Up a tree eating peanuts (;,up a tree eating peanuts   
359,Throwin Wic Vouchers,throwin wic vouchers
366,G Rap ,g rap 
367,The Left Side of the couch ,the left side of the couch 
370,Foggy London Town,foggy london town
371,Buffyverse !,buffyverse  
372,comic book store,comic book store
393,ABEL'S CRIB XOXOXOXO,abel s crib xoxoxoxo
394,Asshai,asshai
400,Powwow Highway,powwow highway
403,Trumpet or Tap,trumpet or tap
414,Gallifrey,gallifrey
416,Island of Naath,island of naath
427,|Dragonstone, Blackwater Bay|,dragonstone  blackwater bay
430,your mom's house ,your mom s house 
435,I'm Everywhere,i m everywhere
442,Casterly Rock,casterly rock
454,Anywhere In The World ,anywhere in the world 
456,Vaes Dothrak ,vaes dothrak 
459,Where Fall Out Boy is playing,where fall out boy is playing
460,Crooked letter representer,crooked letter representer
461,trying to make it to hollywood,trying to make it to hollywood
464,Ash ketchum is my hero,ash ketchum is my hero
469,Winterfell,winterfell
471,#CooperTroopers, coopertroopers
472,Winterfell/On the run/HOBAW,winterfell on the run hobaw
476,Somewhere In This World,somewhere in this world
482,I'm on a boat! ,i m on a boat  
486,The Batcave,the batcave
496,Money Trees ,money trees 
499,winterfell,winterfell
510,Phloston Paradise,phloston paradise
515,Modern Westeros,modern westeros
517,Philly is Home but I Roam.,philly is home but i roam 
518,Winterfell,winterfell
526,Chicago ✈️ Kentucky,chicago    kentucky
531,|Reno, NV || Roseville, CA |,reno  nv   roseville  ca 
535,Kingslanding,kingslanding
536,IA transport in NE,ia transport in ne
540,3rd rock from the sun!, rd rock from the sun 
551,Probably on my couch. ,probably on my couch  
553,In my head,in my head
554,Turn to the next page,turn to the next page
557,supermassive black hole,supermassive black hole
558, CHIRAQ DRILLINOIS , chiraq drillinois 
560,|South Miami ,F L☀️R I D A|,south miami  f l  r i d a
565,NYC/LA,nyc la
574,diana's futa love ♡ ,diana s futa love   
577,Kansas ➡️ Heber ➡️ BYU,kansas    heber    byu
579,in between places ,in between places 
581,|RP||MC||Modern||17|,rp mc modern   
583,All opinions are mine alone,all opinions are mine alone
585,NYC - MTL- BJM etc            ,nyc   mtl  bjm etc            
590,holding my wine and a nine ,holding my wine and a nine 
593,|Pgh✈ St. George's, Grenada|,pgh  st  george s  grenada
595,Subliminal mind-fuck America ,subliminal mind fuck america 
596,|At your service, ma'am. |,at your service  ma am  
599,|Westeros, Essos, Sothoryos |,westeros  essos  sothoryos 
601,somewhere in Florida,somewhere in florida
602,ChasingDreams.,chasingdreams 
606,|Black Cells, Red Keep|,black cells  red keep
608,Bolton Lads And Girls Club,bolton lads and girls club
621,London and Seattle,london and seattle
628, jessica chastain, jessica chastain
629,|RP [MC||GoT] Deѕcrιpтιve |,rp  mc got  de cr p  ve 
632,|Pasedina, CA|,pasedina  ca
648,Edinburgh/Yorkshire,edinburgh yorkshire
649,in God's hands...,in god s hands   
651,D[M]V / Bluefield State ,d m v   bluefield state 
672,Down here fuckface,down here fuckface
676,Currently the man on the moon.,currently the man on the moon 
681,left side of the couch,left side of the couch
682,Earth...Oxnard,earth   oxnard
688,Away From Others,away from others
691,In orbit but usually lost    ,in orbit but usually lost    
698,Greenwich//Newcastle,greenwich  newcastle
701,|The hospitality state, y'all.|,the hospitality state  y all 
705,Lasgidi GaziMaguza,lasgidi gazimaguza
709,SOMEWHERE DOUBLING SOME MONEY,somewhere doubling some money
715,|Linköping,Svenska|,link ping svenska
719,maple ridge state of mind ,maple ridge state of mind 
721,NorthLondon!!,northlondon  
731,|Broncos Country, Colorado |,broncos country  colorado 
734,surrounded by corn,surrounded by corn
737,The Night's Watch,the night s watch
747,insta - dlmorrisx,insta   dlmorrisx
752,whorelando ,whorelando 
753,The Yellow Brick Road,the yellow brick road
754,FILLMOE CA,fillmoe ca
755,|SC • Washington, DC|,sc   washington  dc
757,City of Meereen,city of meereen
763,Spice World,spice world
769,|The end of the rainbow, TN |,the end of the rainbow  tn 
772,Westeros,westeros
773,who is asking? o.O,who is asking  o o
780,Living in my pokéball. ,living in my pok ball  
790,|The Eyrie, Westeros |,the eyrie  westeros 
792,Westeros,westeros
794,Fire of desire,fire of desire
801,LA-NY-Vancouver,la ny vancouver
805,virtual paradise,virtual paradise
815,London and Liverpool,london and liverpool
816,Where the soft grapes AREN'T,where the soft grapes aren t
823,|LA, formerly Israel, UK, NY|,la  formerly israel  uk  ny
829,Westeros,westeros
832,My own world at times :) ,my own world at times    
837,|RP||Older!Trystane|,rp older trystane
839,|King's Landing||||Westeros|,king s landing  westeros
842,Bandung s/d Jakarta,bandung s d jakarta
844,onto better things...,onto better things   
846,snapchat: nonjforrest,snapchat  nonjforrest
849,In the middle,in the middle
850,Painted Table,painted table
853,Westeros,westeros
863,Melbourne AU-L.A x,melbourne au l a x
864,Westeros,westeros
865,on the grind daily,on the grind daily
866,LA left coast,la left coast
875,Nostalgia creek,nostalgia creek
880,outside boston,outside boston
888,Philly/NY,philly ny
889,All Around The World,all around the world
894,Westeros,westeros
898,|RAH-RAH-leigh, N.C.|,rah rah leigh  n c 
899,KingsLanding,kingslanding
902,|Kings Landing, Westeros|,kings landing  westeros
913,Oštrovac,o trovac
919,Gordon College Volleyball '19,gordon college volleyball    
920,Casterly Rock,casterly rock
921,Cydonia region of Mars,cydonia region of mars
924,|Hoopa, Bay Area & Las Vegas|,hoopa  bay area   las vegas
925,|Caltech, Pasadena, California|,caltech  pasadena  california
929,Outer Space,outer space
942,College of Winterhold,college of winterhold
950,Bruno's underwear.,bruno s underwear 
951,305 to my mermaid's crib ,    to my mermaid s crib 
955,Fan Account,fan account
966,|Cathedra mea, regulæ meæ.|,cathedra mea  regul  me  
968,Gotham City,gotham city
971,Detroit✈Virginia✈Houston,detroit virginia houston
974,The Outer Rim,the outer rim
978,Smokin and mindin my business,smokin and mindin my business
979,Free City of Pentos,free city of pentos
983,guyhirn in cambridgeshire,guyhirn in cambridgeshire
984,Stayin low ,stayin low 
989,with Taylor swift,with taylor swift
991,|Dublin/Mayo, Ireland |,dublin mayo  ireland 
996,Westeros,westeros
999,The City of Dreaming Spires,the city of dreaming spires
1000,http://youtu.be/iX1a3JngmpI,http   youtu be ix a jngmpi
1004,with everyone ♥♥,with everyone   
1009,|At sea, unseen|,at sea  unseen
1012,Up in the air,up in the air
1013,Punekar,punekar
1016,Studying ,studying 
1023,NYC & Maryland,nyc   maryland
1025,where my heart is,where my heart is
1029,|On my way to the top, u comn?|,on my way to the top  u comn 
1031,|westside,ATL|,westside atl
1032,|México, D.F.|,m xico  d f 
1033,amy. 21. bearcat nation. ,amy      bearcat nation  
1034,NOT affiliated with the show.,not affiliated with the show 
1036,Back 2 The Future!,back   the future 
1039,Permeating the epidermis...,permeating the epidermis   
1043,Wouldn't you like to know?,wouldn t you like to know 
1045,Where HE GET THAT CASH AT ,where he get that cash at 
1048,|Rivendell, Middle Earth.|,rivendell  middle earth 
1051,|||•|| Game of Thrones ||•|||,    game of thrones    
1056,multifandoms yikes !,multifandoms yikes  
1059,Left my heart in Sevilla.,left my heart in sevilla 
1070,The Enchanted Forest,the enchanted forest
1074,|Canfield, Ohihoe|,canfield  ohihoe
1076,New York Chi-Town Sydney Spain,new york chi town sydney spain
1077,In My Spot ,in my spot 
1080,here and elsewhere,here and elsewhere
1082,im every where,im every where
1084,Accy Mate ,accy mate 
1087,In Papa YG's hat,in papa yg s hat
1093,Amsterdam✈️Doncaster✈️Illinois,amsterdam  doncaster  illinois
1096,In your heart.,in your heart 
1103,Reaching for higher heights,reaching for higher heights
1104,little old kettering ,little old kettering 
1106,|Saghanistan,Mi|,saghanistan mi
1116,Winterfell,winterfell
1117,|Location:Earth, Milky Way|,location earth  milky way
1123,|[ModernAU||14]|, modernau    
1126,Parts Unknown,parts unknown
1127,*Parody Account*, parody account 
1132,Road to Recovery,road to recovery
1135,Watery Halls,watery halls
1150,Coming For You,coming for you
1165,|Nelson Sq, Bolton, BL1 1JT|,nelson sq  bolton  bl   jt
1168,Nahth of Bahston,nahth of bahston
1175,[Not actually Sophie], not actually sophie 
1183,Taylor Nation,taylor nation
1185,|Bracknell, Berkshire|,bracknell  berkshire
1190,Hogwarts ,hogwarts 
1199,|The Eyrie, Westros|,the eyrie  westros
1202,|Porth, Paradise|,porth  paradise
1205,Scarlett Plouviez Comnas,scarlett plouviez comnas
1209,poems below,poems below
1213,|Detroit, Mi #LoveMyCity|,detroit  mi  lovemycity
1215,Earth! #Bazinga,earth   bazinga
1217,London/Northampton,london northampton
1218,#bEASTCOAST., beastcoast 
1220,Lauderdale✈✈ATL✈️✈️Durham ,lauderdale  atl    durham 
1224,|Exiled, forever exiled |,exiled  forever exiled 
1225,ancaster/toronto,ancaster toronto
1228,Casterly Rock,casterly rock
1230,Where The WIld Things Are,where the wild things are
1231,Chum Bucket,chum bucket
1235,studing in a field near you,studing in a field near you
1238,Greater Cincinnati & Dayton,greater cincinnati   dayton
1245,             .. new jack city ,                new jack city 
1247,Niklaus' Bayou,niklaus  bayou
1261,Land Of The Lit,land of the lit
1269,|In The Mitten, USA|,in the mitten  usa
1275,Curva Sud Milano,curva sud milano
1277,from later,from later
1279,worldwide eye,worldwide eye
1281,Woodhouse Eaves,woodhouse eaves
1290,from YouTube to the Big screen,from youtube to the big screen
1292,Deep in the abyss of what if.,deep in the abyss of what if 
1308,|Bakersfield, CA✈️ Ames, IA|,bakersfield  ca   ames  ia
1313,|mia||atx||lbk|,mia atx lbk
1314,Snapchat- lowrigarlandx,snapchat  lowrigarlandx
1334,Westeros,westeros
1337,DC / NOVA,dc   nova
1338,Pentos,pentos
1354,ATL/CHI/TPA,atl chi tpa
1356,#WesterosPrep , westerosprep 
1372,Love is Inevitable,love is inevitable
1375,wlfd,wlfd
1378,I Broke Myself,i broke myself
1379,|Intersectional feminist,He/Him|,intersectional feminist he him
1380,|Caltech, Pasadena, CA|,caltech  pasadena  ca
1388,Bolton News Towers,bolton news towers
1401,on your mind,on your mind
1402,YOUR PANTS,your pants
1404,baozis runs the world.,baozis runs the world 
1406,Netflix,netflix
1408,still determining that....,still determining that    
1409,Dragonstone/The North,dragonstone the north
1410,|Fly||High||Society|,fly high society
1411,N.J.N.Y.C,n j n y c
1412,Winterfell,winterfell
1413,San Francisco and St. Helena,san francisco and st  helena
1414,Batcave...Tatooine...Starfleet,batcave   tatooine   starfleet
1418,|sadly, tx|,sadly  tx
1425,|222 Osborne, WPG|,    osborne  wpg
1426,Absolutely EVERYWHERE!,absolutely everywhere 
1427,City of Blinding Lights,city of blinding lights
1428,In The Lap Of The Gods,in the lap of the gods
1430,|1,000 miles from anywhere cool|,      miles from anywhere cool
1440,|St. John's, Newfoundland, Cana|,st  john s  newfoundland  cana
1447,with Allie,with allie
1448,winterfell,winterfell
1450,from hell above,from hell above
1453,KingsLanding,kingslanding
1458,Yovana Hernandez,yovana hernandez
1459,@ObsoleteQueen, obsoletequeen
1464,No place I'd rather be,no place i d rather be
1465,The 4th Dimension,the  th dimension
1472,In My Mind,in my mind
1474,Pmk/Kkdi/salem/chennai/Blr,pmk kkdi salem chennai blr
1507,Wherever my hat is.,wherever my hat is 
1509,dark side of the moon,dark side of the moon
1514,Poynton - Durham - Harare,poynton   durham   harare
1528,Watchtower above Earth,watchtower above earth
1530,|4A, 2311 N. Los Robles Avenue|, a       n  los robles avenue
1533,Seven Kingdoms,seven kingdoms
1535,Winterfell?,winterfell 
1542,bristol via swansea uni ,bristol via swansea uni 
1548,Carew st.,carew st 
1555,|221B Baker street, Westeros, Wholock Universe.|,   b baker street  westeros  wholock universe 
1562,Hogwart,hogwart
1567,Jo'burg South Africa,jo burg south africa
1569,Modern Westeros,modern westeros
1575,|Botswana || London|,botswana   london
1578,Westeros,westeros
1583,Canterlot,canterlot
1585,Meereen,meereen
1586,ben affleck's bedroom,ben affleck s bedroom
1589,|Here,There&Everywhere|,here there everywhere
1590,|Secunda, SA|,secunda  sa
1591,probably hell,probably hell
1598,NJ/NY ,nj ny 
1602,|BIG GIRL RESORT, NY|,big girl resort  ny
1603,Brasília-DF,bras lia df
1607,left side of the couch,left side of the couch
1610,|Laval-west, Qc, Can|,laval west  qc  can
1617,From Da BX but reside in the D [M] V,from da bx but reside in the d  m  v
1620,Brooklynite - 617,brooklynite      
1621,|San Francisco, CA, United Stat|,san francisco  ca  united stat
1623,Omniscient.,omniscient 
1626,RDG 610 — RMU '18,rdg       rmu    
1631,spirit animal: Buffalo,spirit animal  buffalo
1634,Milky Way Galaxy,milky way galaxy
1635,a place called newbury,a place called newbury
1637,|Pasadena, Cawifownia|,pasadena  cawifownia
1639,|Next to EnVogue, Bradshawgate |,next to envogue  bradshawgate 
1640,|the NEK, Vt.|,the nek  vt 
1641,4A & 4B Waiting for TheBigBang, a    b waiting for thebigbang
1656,Bazinga!,bazinga 
1660,|Everywhere, just chillin. |,everywhere  just chillin  
1661,niall's bed,niall s bed
1662,somewhere in Neverland,somewhere in neverland
1664,ΑΧΩ • UofSC,      uofsc
1665,tangier/lund,tangier lund
1670,|Rhode Island ✈️Miami, FL|,rhode island   miami  fl
1674,IUSB,iusb
1681,|Chicago, South Bend, WDW|,chicago  south bend  wdw
1683,|[ GoT || Modern AU || Worm ]|,  got   modern au   worm  
1690,l e a h f i e l d i s l i f e ,l e a h f i e l d i s l i f e 
1691,Somewhere in PG Co.,somewhere in pg co 
1692,under your bed,under your bed
1696,|[ Modern AU || Worm ]|,  modern au   worm  
1701,Manchester/Keele ,manchester keele 
1704,sheldons spot,sheldons spot
1706,GMoney.,gmoney 
1712,where the wild shrugs are.,where the wild shrugs are 
1713,All around the WORLD  █♥█ ,all around the world      
1716,somewhere wild and exotic,somewhere wild and exotic
1717,wherever johnnydepp is,wherever johnnydepp is
1722,|Seattle, Evanston|,seattle  evanston
1726,MB - Royal Navy Headquarters,mb   royal navy headquarters
1743,I be killin' bitches w/o carin,i be killin  bitches w o carin
1750,The Iron Throne ,the iron throne 
1759,Sheldon Cooper's Bedroom,sheldon cooper s bedroom
1761,Montréal,montr al
1763,Jeanmarco Hell,jeanmarco hell
1765,|Nottingham, UK & Nice, France|,nottingham  uk   nice  france
1768,The Bermuda Triangle ,the bermuda triangle 
1770,In Braavos ,in braavos 
1772,Grand line ㅡ Westeros ● Ust ,grand line   westeros   ust 
1775,|Washington, DC, and Bern, CH|,washington  dc  and bern  ch
1785,Westeros ,westeros 
1797,The Scorch,the scorch
1800,|Victoria House, London, WC1|,victoria house  london  wc 
1801,Be kind to all ppl & animals,be kind to all ppl   animals
1802,Pick was hurr :'''),pick was hurr      
1803,Between worlds,between worlds
1808,Spoilers until Introduced,spoilers until introduced
1813,album 3 track 7 & 9,album   track      
1815,With Sheldon,with sheldon
1819,*** SELLING RTs/FAVS DM***,    selling rts favs dm   
1824,can't check me though. ,can t check me though  
1825,Bieberconda;) ,bieberconda   
1826,#FakeWesteros, fakewesteros
1828,Spook Central,spook central
1829,Westeros,westeros
1833,|Dragonstone, Westeros~2 BC|,dragonstone  westeros   bc
1834,The Sea Bitch / The Seaward,the sea bitch   the seaward
1835,RP [MC ﹕ Gᴀᴍᴇ ᴏғ Tʜʀᴏɴᴇs] AU,rp  mc   g       t     s  au
1837,stuck in the 1950s. NOVA - SC,stuck in the     s  nova   sc
1857,|Four Lane Ends, Bolton|,four lane ends  bolton
1862,Bristol / Cardiff ,bristol   cardiff 
1877,|If u no, you'll wish u didn't.|,if u no  you ll wish u didn t 
1886,Sheldonopolis,sheldonopolis
1890,born Anfield Lpool ,born anfield lpool 
1894,Here & There,here   there
1900,   Corner 1st of Amistad,   corner  st of amistad
1904,|Victoria, BC/Tacoma, Wa|,victoria  bc tacoma  wa
1906,shererville,shererville
1921,EF/Westeros ,ef westeros 
1926,FlYCOMPANY.ENTERTAINMENT,flycompany entertainment
1941,Westeros,westeros
1943,D{M}V • Ba-Co,d m v   ba co
1944,|Mbezi Beach, Dar es Salaam |,mbezi beach  dar es salaam 
1945,under your bed,under your bed
1955,New Yawk,new yawk
1959,SITTING ON TOP OF DA WORLD,sitting on top of da world
1964,Westeros,westeros
1966,anywhere with you,anywhere with you
1975,VALAR MORGHULIS,valar morghulis
1979,|Saskatoon, Saskatchewan, Canad|,saskatoon  saskatchewan  canad
1992,Jurasshinki World ,jurasshinki world 
1995,ISTANBUL / DUBAI ,istanbul   dubai 
1999,UK &amp; Egypt,uk  amp  egypt
2003,My Spot,my spot
2011,Brooklyn NY & Marin County CA,brooklyn ny   marin county ca
2015, somewhere countin ,   somewhere countin  
2017,Turtles dream in outer space ,turtles dream in outer space 
2023,literal wreck • CA,literal wreck   ca
2027,CStat,cstat
2042,Pissing my life away.,pissing my life away 
2058,Tardus,tardus
2059,Big bang theory,big bang theory
2060,Winterfell ,winterfell 
2063,|Regina, SK, CAN|,regina  sk  can
2074,|RP [MC||GᴏT] Dᴇsᴄʀɪᴘᴛɪᴠᴇ|,rp  mc g t  d s        
2086,Hamilton ➡️ Ottawa,hamilton    ottawa
2088,Gotham City ,gotham city 
2090,|Atlanta, GA and Charleston, SC|,atlanta  ga and charleston  sc
2092,City that never sleeps,city that never sleeps
2095,#ROWYSOBrussels #OTRANewcastle, rowysobrussels  otranewcastle
2096,Somwhere,somwhere
2100,Nor Cal,nor cal
2101,Blormal IL,blormal il
2107,Tulsa / Malibu / London,tulsa   malibu   london
2110,KL/Quiet Isle/@FakeWesteros,kl quiet isle  fakewesteros
2112,Meereen,meereen
2114,|Jacksonville , FL (WestJax) |,jacksonville   fl  westjax  
2123,Tamworth/York,tamworth york
2126,|Melbourne, AUS.|,melbourne  aus 
2128,Where the music lives,where the music lives
2130,Solihull + Lincoln,solihull   lincoln
2136,Birmingham/Uyo City ,birmingham uyo city 
2138,By the riverside,by the riverside
2141,Luton town ,luton town 
2144,|Stark Tower, NY|,stark tower  ny
2145,waiting for a husband,waiting for a husband
2147,|$t.Clair bred, Brooklyn bread|, t clair bred  brooklyn bread
2156,winterfell,winterfell
2157,Vancouver Island B.C.,vancouver island b c 
2158,|California ✈️ Norman,OK |,california    norman ok 
2162,#AGOC, agoc
2163,| The Mid-Atlantic States , USA|, the mid atlantic states   usa
2167,Pune/Noida,pune noida
2181,Halloween Town,halloween town
2183,The House Of Black And White,the house of black and white
2200,Westeros,westeros
2202,Oakland or San Francisco,oakland or san francisco
2206,Kingdom of Prussia,kingdom of prussia
2208,with your mother. ,with your mother  
2211,de aqui de alla ✈,de aqui de alla  
2212,Haus Of Shallow Bay,haus of shallow bay
2219,Westeros,westeros
2220,|NATURE WORLD, CA|,nature world  ca
2226,|New Acton, Canberra, ACT|,new acton  canberra  act
2227,Cloudsville & Airspace ✈.,cloudsville   airspace   
2232,Winterfell,winterfell
2233,Neature Walks,neature walks
2240,parts unknown,parts unknown
2241, México, m xico
2243,Shahe's bed,shahe s bed
2255,Fortress of sholitude,fortress of sholitude
2259,sheldon's spot,sheldon s spot
2263,On a canal somewhere,on a canal somewhere
2277,Winterfell,winterfell
2278,The Cheesecake Factory.,the cheesecake factory 
2283,NJ/NL/Braavos,nj nl braavos
2288,RP [MC : Gᴀᴍᴇ ᴏғ Tʜʀᴏɴᴇs] Dᴇsᴄ,rp  mc   g       t     s  d s 
2294,Wherever You Picture Me ,wherever you picture me 
2302,|Franchise Dept. || 843-388-7887|,franchise dept                
2311,Millenium Falcon,millenium falcon
2313,Ask for followback! 11/07/13,ask for followback          
2323,221B Baker Streer,   b baker streer
2331,Naath,naath
2349,|Highland Square - Akron, OH|,highland square   akron  oh
2353,☻NOLA/NYC☻, nola nyc 
2355,|USAF, Sigma Pi|,usaf  sigma pi
2356,The TARDIS,the tardis
2363,westeros,westeros
2372,|Westeros, Essos|,westeros  essos
2378,gloucester/colchester,gloucester colchester
2392,The woods of Westeros,the woods of westeros
2399,|F1 fan, team Hamilton || Button|,f  fan  team hamilton   button
2407,Suplex City,suplex city
2408,Some plane or another,some plane or another
2410,|In ur base, killing ur doodz.|,in ur base  killing ur doodz 
2413,Zombieland.,zombieland 
2416,jerzey ❤️,jerzey   
2422,more randomness here,more randomness here
2423,Local farmers market. ,local farmers market  
2425,Westeros,westeros
2427,Westeros,westeros
2432,Chicago... ish,chicago    ish
2435,2311 Los Robles Apt 4A,     los robles apt  a
2443,Syrian Londoner,syrian londoner
2444,I live somewhere in the globe,i live somewhere in the globe
2445,LA by way of NJ ,la by way of nj 
2446,//sfhs varsity cheer//chamber,  sfhs varsity cheer  chamber
2448,|Land O' Indies, PH|,land o  indies  ph
2454,~ road to Zion ~,  road to zion  
2459,team free will,team free will
2465,Astapor,astapor
2466,Where  Ever Tha Party At !!,where  ever tha party at   
2467,|San DIego, CA/Tijuana, BC|,san diego  ca tijuana  bc
2470,Ottawa 2 Vegas Baby,ottawa   vegas baby
2472,|Arda, Endor|,arda  endor
2473,|Swellview, Oregon|,swellview  oregon
2483,the burg via the mitten ✋,the burg via the mitten  
2492,The Schnoodlehaus Colchester,the schnoodlehaus colchester
2494,baziNga,bazinga
2497,|Washington, D.C. / Los Angeles|,washington  d c    los angeles
2509,VERITAS AEQUITAS,veritas aequitas
2510,|Darwin, ex-Melbourne|,darwin  ex melbourne
2522,Parts Uknown,parts uknown
2524,Standing in Heels,standing in heels
2531,YORKNEW CITY BX,yorknew city bx
2540,|[RP||SV||GoT]|, rp sv got 
2541,The Iron Throne,the iron throne
2551,Winterfell/Roaming,winterfell roaming
2556,sheldon@jabber.se,sheldon jabber se
2560,bikinis in the winter ,bikinis in the winter 
2563,Mt. Chillimanjaro,mt  chillimanjaro
2564,By my Lion. ,by my lion  
2566,My humble l abode. ,my humble l abode  
2570,JAKARTA & SINGAPORE+SEA Region,jakarta   singapore sea region
2572,|Twitterland, Indonesia|,twitterland  indonesia
2580,Chum Bucket,chum bucket
2582,C A L I F O R N I A,c a l i f o r n i a
2584,Canada/Los Angeles/ New York,canada los angeles  new york
2585,Hiding from the blue bird,hiding from the blue bird
2588,Oz/Pride Lands ,oz pride lands 
2606,|Chicago, IL || UK2018|,chicago  il   uk    
2607,HTX ✈️ ATX,htx    atx
2613,haven't decided ,haven t decided 
2616,Bolton Market Place,bolton market place
2617,ATL ✈️ SD,atl    sd
2629,|Chicago, IL  Toledo, OH|,chicago  il  toledo  oh
2630,|The Tardis. wait, wrong fandom|,the tardis  wait  wrong fandom
2634,|Winterfell, Westeros!|,winterfell  westeros 
2639,|MIA||Gainesville|,mia gainesville
2647,Kingslanding,kingslanding
2649,6 ft. under the stars,  ft  under the stars
2650,Dead at the Trident,dead at the trident
2653,Am[Erica],am erica 
2655,Winterfell,winterfell
2660,Baltimore Bred,baltimore bred
2670,GET MY LATEST SINGLE,get my latest single
2674,Sunspear,sunspear
2675,Dancing with Satine&Christian!,dancing with satine christian 
2680,|King's Landing, Westeros|,king s landing  westeros
2684,Casterly Rock,casterly rock
2686,Where the wild things are ,where the wild things are 
2697,|Leverhulme Park, Bolton|,leverhulme park  bolton
2698,Middle of nowhere,middle of nowhere
2700,sheffield // crewe,sheffield    crewe
2705,VirFidelis Forever and Always,virfidelis forever and always
2709,|Galt's Gulch, Colorado|,galt s gulch  colorado
2711,MIDWEST BUT WILL RELOCATE ,midwest but will relocate 
2723,Over There ➡,over there  
2733,|Plano, TX || MN|,plano  tx   mn
2740,|Auburn, AL, Childersburg Al|,auburn  al  childersburg al
2750,Leeds/Manchester :) ,leeds manchester    
2753,236k Miles from the Moon,   k miles from the moon
2762,with daniel,with daniel
2766,Milky Way Galaxy,milky way galaxy
2767,|MK, Cambridge, London|,mk  cambridge  london
2768,boltonmanchesterliverpool,boltonmanchesterliverpool
2774,Bolton Market Place,bolton market place
2775,gotham city,gotham city
2790, ...somewhere building my brand!,    somewhere building my brand 
2795,Oh wouldn't u wanna know...,oh wouldn t u wanna know   
2797,|ATL, DETROIT|,atl  detroit
2799,NC-STL,nc stl
2800,san joaquin pasig city,san joaquin pasig city
2809,Russia...BAZINGA,russia   bazinga
2810,Wherever I am,wherever i am
2811,|Winston - Salem, N.C.|,winston   salem  n c 
2823,|ÜT: 40.840403,-111.911341|, t                       
2824,LA NYC MARS,la nyc mars
2825,|Croatia, hopefully someday LA|,croatia  hopefully someday la
2827,|Mason City, Iowa|,mason city  iowa
2828,|Potomac Falls, VA|,potomac falls  va
2830,Casterly Cock,casterly cock
2831,|In England, drinking coffee|,in england  drinking coffee
2833,UB,ub
2834,Middle-earth ,middle earth 
2835,Searching for Gallifrey,searching for gallifrey
2841,|Charm City, USA|,charm city  usa
2842,|Columbia, Missouri|,columbia  missouri
2843,|London, England|,london  england
2844,Casterly Rock ,casterly rock 
