user_id,origin,replaced
2853,the lonely mountain.,the lonely mountain 
2854,winterfell,winterfell
2855,|West Hempstead, NY|,west hempstead  ny
2856,Winterfell,winterfell
2857,Pretoria,pretoria
2859,|Los Robles Avenue, Pasadena|,los robles avenue  pasadena
2860,|King's Landing, Westeros|,king s landing  westeros
2861,Westeros,westeros
2863,|Portland, Oregon|,portland  oregon
2864,|Gloucester, UK|,gloucester  uk
2867,Follow @Renly_B,follow  renly b
2868,NYC•Vancouver•Toronto•Alberta,nyc vancouver toronto alberta
2869,|Pasadena, CA|,pasadena  ca
2871,|Greater London, U.K|,greater london  u k
2872,Center of the Earth,center of the earth
2873,|frakes, kentucky|,frakes  kentucky
2874,|666 abyss circle, the vøid|,    abyss circle  the v id
2875,|Birmingham, UK|,birmingham  uk
2876,|Fife, Scotland|,fife  scotland
2877,|Yorkshire, England|,yorkshire  england
2878,Maryland and NYC,maryland and nyc
2879,Med school,med school
2880,Worldwide,worldwide
2881,Highgarden,highgarden
2882,|Hoth, Hogwarts, Gallifrey|,hoth  hogwarts  gallifrey
2886,|Bolton, BL3 2RW|,bolton  bl   rw
2887,|Piperton, TN|,piperton  tn
2889,Everywhere,everywhere
2890,|Madison, Wisconsin, USA|,madison  wisconsin  usa
2891,|Canada, Alberta|,canada  alberta
2892,my house !,my house  
2893,California,california
2894,Westeros,westeros
2896,|Chicago, IL|,chicago  il
2897,|1908 Ivy Lane, AL|,     ivy lane  al
2898,|Texas ROCKS, 2nd only to USA!|,texas rocks   nd only to usa 
2899,Dublin,dublin
2900,|Princeton, NJ and Cape Cod|,princeton  nj and cape cod
2901,|San Francisco, CA|,san francisco  ca
2903,Westeros,westeros
2904,King's Landing,king s landing
2905,sheffield legend,sheffield legend
2906,|St. Louis, Missouri|,st  louis  missouri
2908,|Panem, Asgard|,panem  asgard
2909,|London, England|,london  england
2910,Houston,houston
2911,livingunderyourbed.,livingunderyourbed 
2912,|Pasadena, CA|,pasadena  ca
2913,|Baguio City, Benguet|,baguio city  benguet
2914,|Washington, DC|,washington  dc
2917,Lesotho,lesotho
2918,Mystic Falls,mystic falls
2919,|Bowling Green, Ky|,bowling green  ky
2920,Not a doctor.,not a doctor 
2923,Latrobe PA,latrobe pa
2924,⊱ кɪɴɢ's ʟᴀɴᴅɪɴɢ.,       s         
2925,Massachusetts,massachusetts
2926,|Kings Landing, Westeros|,kings landing  westeros
2927,Kings Landing,kings landing
2928,Ireland,ireland
2929,|Vancouver, Canada|,vancouver  canada
2930,Australia,australia
2931,Tenn.Born/ Detroit-Raised,tenn born  detroit raised
2933,|Nash Bridges, TN|,nash bridges  tn
2935,Bolton,bolton
2936,|MNL, PHL|,mnl  phl
2938,Cleveland ,cleveland 
2939,|ÜT: 13.153201,-59.442697|, t                      
2940,jlw,jlw
2941,Venezuela,venezuela
2942,King's Landing,king s landing
2943,Winterfell,winterfell
2944,Yorkshire ,yorkshire 
2946,indore,indore
2947,|Bogota, Colombia|,bogota  colombia
2948,Glenmora LA,glenmora la
2949,Goa India ,goa india 
2950,Atlantis,atlantis
2952,A bright corner in Hell,a bright corner in hell
2953,❀(｡◠‿◠｡) sunnyland,         sunnyland
2954,|Calgary, AB|,calgary  ab
2955,|Derbyshire, UK|,derbyshire  uk
2956,|Nashville, TN|,nashville  tn
2957,|ÜT: -6.8738,107.628256|, t                    
2958,Texas,texas
2959,Planet Earth,planet earth
2962,England,england
2963,|San Diego, CA|,san diego  ca
2964,|Sydney, Australia|,sydney  australia
2965,california,california
2966,Lothlórien,lothl rien
2967,Baltimore Md,baltimore md
2968,No where,no where
2972,Casterly Rock,casterly rock
2973,Essex,essex
2974,USA,usa
2975,|SOMEWHERE, Colo.|,somewhere  colo 
2976,CLEXA,clexa
2977,Winterfell,winterfell
2978,Los Angeles. Miami.,los angeles  miami 
2979,|Staffordshire, UK.|,staffordshire  uk 
2984,Jo'burg,jo burg
2987,Somewhere out there. ,somewhere out there  
2988,Indiana,indiana
2990,|Kirkcaldy, Scotland|,kirkcaldy  scotland
